,order_id,order_date,order_priority,order_quantity,sales,discount,ship_mode,profit,unit_price,shipping_cost,first_name,last_name,region,customer_segment,product_category,product_sub-category,product_name,product_container,product_base_margin,ship_date,birthdate,Manager,Status
4915,9152,2010-08-20,Not Specified,12/02/1900,292.808,0.05,Regular Air,-129.69,7.99,5.03,Steven,Cartwright,Prarie,Home Office,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,Medium Box,0.6,2010-08-20,1959-08-01,William,Returned
4916,9312,2012-05-18,Not Specified,12/02/1900,1160.55,0.05,Delivery Truck,-179.17,25.98,14.36,Steven,Cartwright,Prarie,Home Office,Furniture,Chairs & Chairmats,"Global Stack Chair without Arms, Black",Jumbo Drum,0.6,2012-05-19,1959-11-09,William,Not Returned
4917,9700,2011-08-08,Critical,04/02/1900,106.06,0.08,Regular Air,-59.74,3.14,1.92,Sue,Ann,Prarie,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Serrated Blade or Curved Handle Hand Letter Openers,Wrap Bag,0.84,2011-09-08,1959-03-02,William,Not Returned
4918,9826,2012-03-22,Medium,07/01/1900,131.61,0.01,Regular Air,-7.3,17.48,1.99,Irene,Maddox,Prarie,Consumer,Technology,Computer Peripherals,"Maxell Pro 80 Minute CD-R, 10/Pack",Small Pack,0.45,2012-03-24,1960-03-28,William,Not Returned
4919,9954,2009-06-19,Not Specified,05/02/1900,10122.72,0.07,Delivery Truck,-381.16,280.98,57.0,Thais,Sissman,Prarie,Corporate,Furniture,Chairs & Chairmats,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,Jumbo Drum,0.78,2009-06-20,1937-10-28,William,Not Returned
4920,9954,2009-06-19,Not Specified,08/02/1900,203.6,0.0,Regular Air,-166.44,4.98,7.44,Thais,Sissman,Prarie,Corporate,Office Supplies,Paper,Xerox 1922,Small Box,0.36,2009-06-21,1937-07-15,William,Not Returned
4921,9954,2009-06-19,Not Specified,30/01/1900,115.81,0.1,Regular Air,22.06,3.98,0.83,Thais,Sissman,Prarie,Corporate,Office Supplies,Pens & Art Supplies,Fluorescent Highlighters by Dixon,Wrap Bag,0.51,2009-06-21,1969-12-05,William,Not Returned
4922,10081,2010-08-07,Not Specified,18/02/1900,1058.43,0.02,Regular Air,245.0,20.28,6.68,Sanjit,Engle,Prarie,Home Office,Furniture,Office Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",Small Box,0.53,2010-08-08,1969-09-07,William,Not Returned
4923,10272,2009-01-17,Medium,03/01/1900,299.08,0.03,Regular Air,-50.43,90.48,19.99,Katherine,Ducich,Prarie,Corporate,Office Supplies,Envelopes,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,Small Box,0.4,2009-01-19,1969-11-02,William,Not Returned
4924,10272,2009-01-17,Medium,26/01/1900,566.39,0.06,Regular Air,76.43,22.84,8.18,Katherine,Ducich,Prarie,Corporate,Office Supplies,Paper,Xerox 1991,Small Box,0.39,2009-01-17,1969-11-27,William,Not Returned
4925,10530,2009-01-27,Medium,04/01/1900,377.213,0.02,Regular Air,-411.65,110.99,2.5,Victor,Price,Prarie,Consumer,Technology,Telephones and Communication,T18,Small Box,0.57,2009-01-29,1969-02-26,William,Not Returned
4926,11270,2011-06-30,High,15/01/1900,140.07,0.04,Express Air,-21.85,8.6,6.19,Tanja,Norvell,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Avery Printable Repositionable Plastic Tabs,Small Box,0.38,2011-01-07,1968-09-08,William,Not Returned
4927,11431,2012-08-01,High,05/01/1900,39.68,0.09,Regular Air,-6.71,8.01,2.87,Eric,Hoffmann,Prarie,Small Business,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Wrap Bag,0.4,2012-03-08,1968-01-18,William,Not Returned
4928,11431,2012-08-01,High,08/01/1900,1273.266,0.1,Regular Air,-615.67,205.99,8.99,Eric,Hoffmann,Prarie,Small Business,Technology,Telephones and Communication,Talkabout T8097,Small Box,0.58,2012-02-08,1968-12-05,William,Not Returned
4929,11815,2011-09-12,Low,22/01/1900,351.27,0.08,Regular Air,-37.22,15.73,7.42,Mike,Gockenbach,Prarie,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Acme Galleria® Hot Forged Steel Scissors with Colored Handles,Small Pack,0.56,2011-09-14,1968-06-24,William,Not Returned
4930,12097,2010-11-09,Critical,09/01/1900,49.89,0.06,Regular Air,-30.84,4.98,6.07,Tanja,Norvell,Prarie,Consumer,Office Supplies,Paper,Xerox 1897,Small Box,0.36,2010-11-11,1968-07-20,William,Not Returned
4931,12097,2010-11-09,Critical,25/01/1900,1831.529,0.0,Express Air,-139.98,85.99,0.99,Tanja,Norvell,Prarie,Consumer,Technology,Telephones and Communication,Accessory4,Wrap Bag,0.85,2010-09-11,1968-12-10,William,Not Returned
4932,12196,2010-06-02,Not Specified,01/02/1900,599.52,0.04,Regular Air,25.14,17.98,8.51,Tracy,Zic,Prarie,Consumer,Technology,Office Machines,Canon P1-DHIII Palm Printing Calculator,Medium Box,0.4,2010-03-06,1968-11-20,William,Not Returned
4933,12196,2010-06-02,Not Specified,25/01/1900,10330.94,0.07,Regular Air,2914.56,419.19,19.99,Tracy,Zic,Prarie,Consumer,Office Supplies,Storage & Organization,Smead Adjustable Mobile File Trolley with Lockable Top,Small Box,0.58,2010-02-06,1968-10-09,William,Not Returned
4934,12451,2010-04-19,Low,26/01/1900,3662.16,0.01,Delivery Truck,-372.82,130.98,54.74,Thais,Sissman,Prarie,Small Business,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",Jumbo Box,0.69,2010-04-21,1960-01-15,William,Returned
4935,12451,2010-04-19,Low,21/01/1900,329.37,0.04,Express Air,-53.57,15.14,4.53,Thais,Sissman,Prarie,Small Business,Office Supplies,Storage & Organization,Eldon® Gobal File Keepers,Small Box,0.81,2010-04-21,1960-10-13,William,Returned
4936,12483,2010-08-04,Critical,14/01/1900,1676.44,0.02,Regular Air,607.5,120.98,9.07,Tom,Zandusky,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,GBC VeloBinder Electric Binding Machine,Small Box,0.35,2010-04-08,1960-06-20,William,Returned
4937,12483,2010-08-04,Critical,14/01/1900,1406.07,0.1,Delivery Truck,-701.91,100.98,57.38,Tom,Zandusky,Prarie,Home Office,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Jumbo Box,0.78,2010-06-08,1938-11-04,William,Returned
4938,12483,2010-08-04,Critical,30/01/1900,1771.67,0.09,Regular Air,338.95,59.76,9.71,Tom,Zandusky,Prarie,Home Office,Office Supplies,Storage & Organization,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Small Box,0.57,2010-05-08,1967-08-27,William,Returned
4939,12867,2011-03-11,Not Specified,06/01/1900,127.49,0.08,Express Air,-57.95,19.98,4.0,Thais,Sissman,Prarie,Corporate,Technology,Computer Peripherals,Belkin 105-Key Black Keyboard,Small Box,0.68,2011-11-03,1967-11-17,William,Not Returned
4940,12903,2009-09-25,Critical,02/01/1900,63.427,0.07,Regular Air,-191.79,35.99,5.0,Sue,Ann,Prarie,Consumer,Technology,Telephones and Communication,Accessory17,Wrap Bag,0.82,2009-09-27,1967-05-17,William,Returned
4941,13540,2010-05-23,High,31/01/1900,259.59,0.06,Regular Air,34.79,8.5,1.99,Theresa,Swint,Prarie,Consumer,Technology,Computer Peripherals,Hewlett-Packard 4.7GB DVD+R Discs,Small Pack,0.49,2010-05-23,1967-11-15,William,Not Returned
4942,13540,2010-05-23,High,16/01/1900,34.93,0.04,Regular Air,-0.05,2.18,0.78,Theresa,Swint,Prarie,Consumer,Office Supplies,Rubber Bands,Stockwell Push Pins,Wrap Bag,0.52,2010-05-23,1966-06-04,William,Not Returned
4943,13540,2010-05-23,High,02/02/1900,431.06,0.02,Regular Air,-26.78,12.28,6.13,Theresa,Swint,Prarie,Consumer,Office Supplies,Storage & Organization,Recycled Eldon Regeneration Jumbo File,Small Box,0.57,2010-05-23,1966-02-03,William,Not Returned
4944,13762,2010-06-21,Medium,08/01/1900,55.0,0.05,Regular Air,-23.62,6.28,5.36,Denny,Joy,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,GBC Standard Plastic Binding Systems' Combs,Small Box,0.4,2010-06-24,1966-08-10,William,Not Returned
4945,13762,2010-06-21,Medium,07/01/1900,51.66,0.06,Regular Air,7.4,7.64,1.39,Denny,Joy,Prarie,Corporate,Office Supplies,Envelopes,Security-Tint Envelopes,Small Box,0.36,2010-06-23,1966-04-23,William,Not Returned
4946,13762,2010-06-21,Medium,06/02/1900,107.73,0.08,Regular Air,39.81,3.15,0.5,Denny,Joy,Prarie,Corporate,Office Supplies,Labels,Avery 520,Small Box,0.37,2010-06-23,1965-11-01,William,Not Returned
4947,14336,2009-11-18,High,04/01/1900,174.55,0.05,Express Air,-114.39,39.99,10.25,Steven,Ward,Prarie,Consumer,Technology,Computer Peripherals,Zoom V.92 V.44 PCI Internal Controllerless FaxModem,Small Box,0.55,2009-11-19,1965-06-08,William,Not Returned
4948,14400,2009-02-04,Medium,01/02/1900,74.34,0.05,Regular Air,-166.55,2.16,6.05,Henia,Zydlo,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,Peel & Stick Add-On Corner Pockets,Small Box,0.37,2009-05-02,1965-03-10,William,Not Returned
4949,14400,2009-02-04,Medium,04/02/1900,228.8,0.03,Regular Air,-99.08,6.48,6.6,Henia,Zydlo,Prarie,Home Office,Office Supplies,Paper,Xerox 21,Small Box,0.37,2009-05-02,1965-06-18,William,Not Returned
4950,14400,2009-02-04,Medium,12/02/1900,6089.05,0.08,Delivery Truck,-2110.56,146.05,80.2,Henia,Zydlo,Prarie,Home Office,Furniture,Tables,BPI Conference Tables,Jumbo Box,0.71,2009-05-02,1959-08-15,William,Not Returned
4951,14500,2011-06-24,Not Specified,13/02/1900,839.7,0.07,Regular Air,211.79,19.98,5.77,Tracy,Collins,Prarie,Consumer,Office Supplies,Paper,Xerox Blank Computer Paper,Small Box,0.38,2011-06-26,1959-06-16,William,Not Returned
4952,14500,2011-06-24,Not Specified,15/02/1900,1662.5,0.01,Regular Air,289.02,34.58,8.99,Tracy,Collins,Prarie,Consumer,Office Supplies,Pens & Art Supplies,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Small Pack,0.56,2011-06-25,1959-04-21,William,Not Returned
4953,14534,2010-07-18,Medium,15/02/1900,745.99,0.02,Regular Air,226.09,15.98,4.0,Valerie,Dominguez,Prarie,Corporate,Technology,Computer Peripherals,Logitech Access Keyboard,Small Box,0.37,2010-07-18,1959-01-06,William,Returned
4954,14884,2011-09-27,High,06/01/1900,473.9855,0.06,Regular Air,-301.68,95.99,4.9,Michael,Moore,Prarie,Corporate,Technology,Telephones and Communication,T60,Small Box,0.56,2011-09-29,1958-06-09,William,Not Returned
4955,15075,2009-10-04,Medium,24/01/1900,1548.43,0.02,Regular Air,622.89,63.94,14.48,Natalie,Webber,Prarie,Consumer,Furniture,Office Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",Small Box,0.46,2009-04-10,1939-08-26,William,Not Returned
4956,15075,2009-10-04,Medium,10/01/1900,54.84,0.01,Regular Air,-56.3,5.02,5.14,Natalie,Webber,Prarie,Consumer,Technology,Computer Peripherals,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Small Pack,0.79,2009-06-10,1939-02-10,William,Not Returned
4957,15234,2010-03-12,Not Specified,21/01/1900,2185.9535,0.1,Regular Air,268.01,125.99,8.99,Toby,Knight,Prarie,Consumer,Technology,Telephones and Communication,StarTAC ST7868,Small Box,0.55,2010-03-13,1940-11-23,William,Not Returned
4958,15234,2010-03-12,Not Specified,12/01/1900,1323.5435,0.0,Express Air,-34.73,125.99,8.08,Toby,Knight,Prarie,Consumer,Technology,Telephones and Communication,M3682,Small Box,0.57,2010-03-13,1964-12-06,William,Not Returned
4959,15270,2009-01-31,Not Specified,05/02/1900,257.91,0.0,Regular Air,90.86,6.98,1.6,Maria,Zettner,Prarie,Corporate,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6 x 11",Wrap Bag,0.38,2009-02-02,1964-09-24,William,Not Returned
4960,15296,2012-08-07,Not Specified,07/02/1900,6216.6,0.02,Regular Air,1082.21,161.55,19.99,Nick,Radford,Prarie,Corporate,Office Supplies,Storage & Organization,Fellowes Super Stor/Drawer® Files,Small Box,0.66,2012-09-08,1964-05-24,William,Not Returned
4961,15335,2010-09-17,Medium,26/01/1900,765.96,0.1,Regular Air,240.06,31.78,1.99,Thea,Hudgings,Prarie,Consumer,Technology,Computer Peripherals,"Memorex 4.7GB DVD-RAM, 3/Pack",Small Pack,0.42,2010-09-19,1964-03-15,William,Not Returned
4962,15712,2012-12-04,High,01/01/1900,102.9,0.07,Delivery Truck,-81.89,48.58,54.11,Natalie,Webber,Prarie,Corporate,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Jumbo Box,0.69,2012-06-12,1964-11-18,William,Returned
4963,15906,2010-09-27,Low,08/01/1900,2174.96,0.05,Delivery Truck,-223.89,264.98,17.86,Ross,Baird,Prarie,Corporate,Technology,Office Machines,Panasonic KX-P1131 Dot Matrix Printer,Jumbo Drum,0.58,2010-09-29,1964-06-14,William,Not Returned
4964,16005,2012-12-24,Not Specified,07/01/1900,51.03,0.09,Regular Air,-21.38,6.81,5.48,Maurice,Satty,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Small Box,0.37,2012-12-26,1964-05-22,William,Not Returned
4965,16103,2012-07-15,Not Specified,22/01/1900,426.7,0.06,Regular Air,104.77,19.84,4.1,Maria,Zettner,Prarie,Corporate,Office Supplies,Pens & Art Supplies,Prismacolor Color Pencil Set,Wrap Bag,0.44,2012-07-17,1964-03-14,William,Not Returned
4966,16225,2009-05-28,Critical,30/01/1900,550.29,0.03,Regular Air,-82.5,17.7,9.47,Tanja,Norvell,Prarie,Consumer,Office Supplies,Storage & Organization,Portfile® Personal File Boxes,Small Box,0.59,2009-05-30,1964-05-22,William,Not Returned
4967,16262,2011-01-01,Low,11/01/1900,62.84,0.06,Express Air,9.53,5.18,2.04,Linda,Southworth,Prarie,Consumer,Office Supplies,Paper,Array® Memo Cubes,Wrap Bag,0.36,2011-08-01,1964-09-15,William,Not Returned
4968,16321,2009-10-01,Not Specified,19/02/1900,7156.56,0.03,Regular Air,1871.26,142.86,19.99,Roy,Skaria,Prarie,Corporate,Office Supplies,Storage & Organization,Letter Size Cart,Small Box,0.56,2009-03-10,1964-06-22,William,Not Returned
4969,16679,2009-11-08,Low,29/01/1900,6481.95,0.09,Delivery Truck,846.23,243.98,43.32,Ryan,Crowe,Prarie,Small Business,Furniture,Chairs & Chairmats,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Jumbo Drum,0.55,2009-11-13,1964-06-18,William,Returned
4970,16775,2012-11-22,Low,18/02/1900,2469.15,0.04,Regular Air,1244.81,48.94,5.86,Natalie,Webber,Prarie,Corporate,Office Supplies,Paper,Xerox 1916,Small Box,0.35,2012-11-26,1958-11-09,William,Not Returned
4971,16834,2010-10-23,Low,02/02/1900,463.42,0.08,Regular Air,14.2,14.45,7.17,Sue,Ann,Prarie,Consumer,Office Supplies,Binders and Binder Accessories,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Small Box,0.38,2010-10-25,1958-09-25,William,Not Returned
4972,16837,2011-01-21,Not Specified,04/01/1900,997.0,0.09,Delivery Truck,-307.96,258.98,54.31,Jill,Stevenson,Prarie,Consumer,Furniture,Chairs & Chairmats,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,Jumbo Drum,0.55,2011-01-22,1958-12-05,William,Not Returned
4973,16866,2012-02-06,Not Specified,12/02/1900,2357.9085,0.06,Regular Air,538.49,65.99,3.99,Penelope,Sewall,Prarie,Home Office,Technology,Telephones and Communication,StarTAC 7760,Small Box,0.59,2012-07-02,1958-11-19,William,Not Returned
4974,17058,2011-01-01,High,15/01/1900,72.67,0.04,Regular Air,-62.37,4.28,6.72,Gary,Hwang,Prarie,Home Office,Office Supplies,Paper,Xerox 1927,Small Box,0.4,2011-02-01,1957-05-25,William,Returned
4975,17508,2012-06-27,Low,19/02/1900,99.08,0.01,Express Air,11.28,1.76,0.7,Roy,Skaria,Prarie,Corporate,Office Supplies,Pens & Art Supplies,Newell 310,Wrap Bag,0.56,2012-06-29,1957-01-19,William,Returned
4976,18592,2012-09-30,Critical,02/01/1900,25.72,0.04,Regular Air,-15.5,10.98,3.37,Nora,Pelletier,Prarie,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Fiskars® Softgrip Scissors,Small Pack,0.57,2012-01-10,1957-04-22,William,Not Returned
4977,18757,2012-05-22,Low,12/02/1900,319.96,0.01,Express Air,123.15,6.98,1.6,Matthew,Clasen,Prarie,Consumer,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6 x 11",Wrap Bag,0.38,2012-05-29,1957-05-22,William,Not Returned
4978,18851,2012-12-16,Critical,01/02/1900,204.21,0.04,Express Air,-204.81,5.98,10.39,Thea,Hudgings,Prarie,Consumer,Office Supplies,Paper,Xerox 1895,Small Box,0.4,2012-12-17,1956-01-11,William,Not Returned
4979,18853,2010-01-17,Critical,02/02/1900,223.88,0.03,Regular Air,55.21,6.68,1.5,Gary,Hwang,Prarie,Home Office,Office Supplies,Pens & Art Supplies,Sanford Liquid Accent Highlighters,Wrap Bag,0.48,2010-01-19,1956-05-26,William,Not Returned
4980,18884,2011-06-24,Not Specified,05/01/1900,131.27,0.1,Delivery Truck,-70.43,25.98,14.36,Nora,Pelletier,Prarie,Home Office,Furniture,Chairs & Chairmats,"Global Stack Chair without Arms, Black",Jumbo Drum,0.6,2011-06-25,1956-02-27,William,Not Returned
4981,18884,2011-06-24,Not Specified,29/01/1900,13571.7,0.0,Regular Air,3825.69,449.99,24.49,Nora,Pelletier,Prarie,Home Office,Technology,Copiers and Fax,Canon PC940 Copier,Large Box,0.52,2011-06-26,1941-11-09,William,Not Returned
4982,19300,2009-12-16,Critical,10/01/1900,78.72,0.1,Regular Air,-22.36,7.64,5.83,Denny,Joy,Prarie,Corporate,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Wrap Bag,0.36,2009-12-17,1941-09-05,William,Not Returned
4983,19361,2012-09-23,Low,21/01/1900,788.85,0.06,Regular Air,317.53,37.7,2.99,Valerie,Takahito,Prarie,Consumer,Office Supplies,Binders and Binder Accessories,Vinyl Sectional Post Binders,Small Box,0.35,2012-02-10,1941-07-23,William,Not Returned
4984,19361,2012-09-23,Low,12/02/1900,364.59,0.07,Regular Air,-14.28,8.56,5.16,Valerie,Takahito,Prarie,Consumer,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Wrap Bag,0.38,2012-09-30,1941-09-27,William,Not Returned
4985,19557,2011-10-30,Low,26/01/1900,66.6,0.08,Regular Air,13.99,2.62,0.8,Valerie,Dominguez,Prarie,Corporate,Office Supplies,Rubber Bands,Staples Metal Binder Clips,Wrap Bag,0.39,2011-03-11,1941-10-25,William,Not Returned
4986,19557,2011-10-30,Low,09/01/1900,312.25,0.05,Regular Air,15.56,33.89,5.1,Valerie,Dominguez,Prarie,Corporate,Office Supplies,Storage & Organization,"File Shuttle II and Handi-File, Black",Small Box,0.6,2011-10-30,1941-10-02,William,Not Returned
4987,19586,2012-11-01,Not Specified,05/02/1900,70.63,0.1,Regular Air,-66.87,2.08,2.56,Gary,Hwang,Prarie,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Kleencut® Forged Office Shears by Acme United Corporation,Small Pack,0.55,2012-03-11,1941-10-27,William,Not Returned
4988,19718,2012-06-24,Low,06/01/1900,89.75,0.03,Regular Air,-38.29,13.99,7.51,Victor,Price,Prarie,Consumer,Technology,Office Machines,Sharp EL500L Fraction Calculator,Medium Box,0.39,2012-06-29,1942-11-19,William,Returned
4989,19744,2010-03-14,Medium,10/02/1900,478.38,0.09,Regular Air,-34.39,11.97,4.98,Natalie,Webber,Prarie,Consumer,Office Supplies,Appliances,Staples 6 Outlet Surge,Small Box,0.58,2010-03-16,1942-07-10,William,Not Returned
4990,20069,2009-09-26,Critical,06/01/1900,247.15,0.07,Regular Air,-88.35,40.89,18.98,Jack,Garza,Prarie,Corporate,Furniture,Office Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories,Small Box,0.57,2009-09-28,1942-07-14,William,Not Returned
4991,20103,2010-02-11,Medium,30/01/1900,314.93,0.0,Regular Air,-17.5,9.99,6.24,Thais,Sissman,Prarie,Small Business,Technology,Office Machines,Canon F603 Scientific Calculator,Medium Box,0.36,2010-12-02,1943-01-10,William,Not Returned
4992,20103,2010-02-11,Medium,25/01/1900,726.82,0.1,Express Air,-173.88,30.42,8.65,Thais,Sissman,Prarie,Small Business,Technology,Computer Peripherals,"Fellowes Internet Keyboard, Platinum",Small Box,0.74,2010-02-13,1943-07-16,William,Not Returned
4993,20135,2009-06-30,Critical,13/02/1900,115.24,0.03,Regular Air,43.23,2.61,0.5,Susan,MacKendrick,Prarie,Corporate,Office Supplies,Labels,Avery 494,Small Box,0.39,2009-06-30,1943-09-15,William,Not Returned
4994,20135,2009-06-30,Critical,28/01/1900,9601.94,0.08,Delivery Truck,2428.59,349.45,60.0,Susan,MacKendrick,Prarie,Corporate,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Jumbo Drum,0.0,2009-02-07,1944-02-14,William,Not Returned
4995,20166,2009-03-04,Low,06/01/1900,973.862,0.1,Regular Air,-693.33,205.99,8.99,Mick,Crebagga,Prarie,Corporate,Technology,Telephones and Communication,TimeportP7382,Small Box,0.56,2009-08-03,1944-06-09,William,Not Returned
4996,20192,2010-10-06,Low,04/02/1900,1624.67,0.04,Regular Air,504.35,45.19,1.99,Henia,Zydlo,Prarie,Home Office,Technology,Computer Peripherals,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Small Pack,0.55,2010-10-13,1972-01-08,William,Not Returned
4997,20229,2009-10-30,Low,16/02/1900,116.06,0.1,Regular Air,25.2,2.62,0.8,Gary,Hwang,Prarie,Home Office,Office Supplies,Rubber Bands,Staples Metal Binder Clips,Wrap Bag,0.39,2009-06-11,1972-07-21,William,Not Returned
4998,20966,2010-09-18,Low,10/01/1900,39.42,0.06,Regular Air,7.78,3.85,0.7,Mike,Gockenbach,Prarie,Consumer,Office Supplies,Pens & Art Supplies,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Wrap Bag,0.44,2010-09-22,1972-08-03,William,Not Returned
4999,20966,2010-09-18,Low,04/02/1900,801.44,0.01,Regular Air,308.12,22.24,1.99,Mike,Gockenbach,Prarie,Consumer,Technology,Computer Peripherals,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",Small Pack,0.43,2010-09-22,1983-03-02,William,Not Returned
5000,20966,2010-09-18,Low,22/01/1900,1194.06,0.04,Regular Air,326.97,54.74,14.83,Mike,Gockenbach,Prarie,Consumer,Furniture,Office Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro® Back, 8-1/2x11, 25/Bx",Small Box,0.54,2010-09-25,1948-12-08,William,Not Returned
5001,21063,2011-04-15,Low,18/02/1900,377.02,0.0,Regular Air,84.66,7.08,2.35,Mike,Gockenbach,Prarie,Consumer,Office Supplies,Pens & Art Supplies,SANFORD Major Accent Highlighters,Wrap Bag,0.47,2011-04-19,1983-12-05,William,Not Returned
5002,21063,2011-04-15,Low,17/02/1900,7339.24,0.0,Delivery Truck,-279.74,145.98,51.92,Mike,Gockenbach,Prarie,Consumer,Furniture,Tables,Bevis Rectangular Conference Tables,Jumbo Box,0.69,2011-04-15,1983-02-05,William,Not Returned
5003,21412,2011-07-13,Not Specified,07/02/1900,137.07,0.09,Regular Air,-199.3,3.52,6.83,Nora,Pelletier,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,Self-Adhesive Ring Binder Labels,Small Box,0.38,2011-07-15,1983-02-02,William,Not Returned
5004,21412,2011-07-13,Not Specified,28/01/1900,203.99,0.02,Regular Air,-8.51,7.28,4.23,Nora,Pelletier,Prarie,Home Office,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Wrap Bag,0.39,2011-07-14,1982-08-26,William,Not Returned
5005,21442,2009-12-25,Low,17/02/1900,2962.96,0.02,Delivery Truck,-612.94,58.14,36.61,Thea,Hudgings,Prarie,Consumer,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Jumbo Box,0.61,2010-01-01,1982-10-26,William,Not Returned
5006,21442,2009-12-25,Low,17/02/1900,782.93,0.03,Regular Air,401.07,15.57,1.39,Thea,Hudgings,Prarie,Consumer,Office Supplies,Envelopes,Park Ridge Embossed Executive Business Envelopes,Small Box,0.38,2010-01-01,1982-07-20,William,Not Returned
5007,21444,2011-04-15,Medium,17/01/1900,34.16,0.09,Regular Air,-2.29,2.1,0.7,Maurice,Satty,Prarie,Corporate,Office Supplies,Pens & Art Supplies,"Sanford EarthWrite® Recycled Pencils, Medium Soft, #2",Wrap Bag,0.57,2011-04-16,1951-07-17,William,Not Returned
5008,21861,2009-08-18,Critical,05/01/1900,244.9,0.06,Regular Air,-135.4,47.98,3.61,Tom,Zandusky,Prarie,Home Office,Technology,Computer Peripherals,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",Small Pack,0.71,2009-08-20,1982-08-17,William,Not Returned
5009,21956,2011-02-01,High,02/01/1900,125.273,0.02,Regular Air,-301.91,65.99,8.99,Natalie,Webber,Prarie,Consumer,Technology,Telephones and Communication,5180,Small Box,0.56,2011-03-02,1949-07-03,William,Not Returned
5010,22051,2011-12-30,Not Specified,08/02/1900,209.33,0.01,Regular Air,-160.71,4.98,7.44,Michael,Moore,Prarie,Corporate,Office Supplies,Paper,Xerox 1922,Small Box,0.36,2012-01-01,1950-10-07,William,Not Returned
5011,22085,2012-03-09,Low,10/02/1900,265.61,0.1,Regular Air,-147.82,6.48,7.37,Gary,Hwang,Prarie,Home Office,Office Supplies,Paper,Xerox 210,Small Box,0.37,2012-11-03,1950-08-15,William,Not Returned
5012,22085,2012-03-09,Low,27/01/1900,485.03,0.07,Regular Air,-88.02,17.7,9.47,Gary,Hwang,Prarie,Home Office,Office Supplies,Storage & Organization,Portfile® Personal File Boxes,Small Box,0.59,2012-09-03,1950-01-28,William,Not Returned
5013,22086,2011-12-15,Medium,21/01/1900,2039.33,0.08,Delivery Truck,-862.44,95.95,74.35,Jamie,Frazer,Prarie,Small Business,Furniture,Chairs & Chairmats,Bevis Steel Folding Chairs,Jumbo Drum,0.57,2011-12-16,1950-08-11,William,Not Returned
5014,22118,2009-01-18,High,19/02/1900,2842.54,0.05,Regular Air,1315.75,58.1,1.49,Natalie,Webber,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Avery Arch Ring Binders,Small Box,0.38,2009-01-18,1951-05-21,William,Not Returned
5015,22304,2011-11-25,Low,24/01/1900,40.24,0.1,Regular Air,-3.73,1.76,0.7,Joseph,Airdo,Prarie,Consumer,Office Supplies,Pens & Art Supplies,Newell 310,Wrap Bag,0.56,2011-11-29,1951-10-10,William,Not Returned
